,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,67,,1,14,,5,22,9,,7,1,1,33,4,0,4,4,13,5,35,60582,290,,100,0,97,16,,0,,,4,,8,0,,,2,3,1,1,,9,5,,12,10,7,,0,13,,,,,,89,,0,1,22,143,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,75,,0,50,,0,7,1,,2,2,1,60,2,0,1,5,5,0,4,617,35,,100,,18,5,,1,,,0,,3,0,,,0,1,1,0,,1,0,,2,2,1,,0,0,,,,,,75,,0,2,7,100,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,50,,0,0,,0,1,1,,0,0,0,71,1,0,1,5,1,0,2,16,5,,100,,5,1,,1,,,0,,1,0,,,0,0,1,0,,1,1,,0,0,0,,0,0,,,,,,94,,,0,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,65,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,50,,0,0,,0,1,1,,0,0,0,69,1,0,1,5,1,0,1,10,5,,100,,5,1,,1,,,0,,1,0,,,0,0,1,0,,1,1,,0,0,0,,0,0,,,,,,94,,,0,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,1,,,,50,,0,75,,0,3,1,,2,3,2,57,3,0,1,5,3,0,3,130,13,,100,0,12,3,,1,,,0,,1,1,,,1,2,1,0,,1,1,,3,2,0,,0,0,,,,,,96,,100,3,3,50,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,42,,1,0,,4,24,9,,7,0,0,33,6,0,4,4,13,4,30,45946,261,,100,0,89,16,,0,,,2,,10,0,,,2,3,1,3,,9,4,,12,10,7,,0,6,,,,,,103,,0,0,24,143,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,100,,2,0,,4,18,7,,8,0,0,34,2,0,5,2,9,2,52,137105,422,,100,0,90,10,,0,,,4,,8,0,,,2,1,1,0,,7,6,,11,9,8,,0,10,,,,,,65,,0,0,18,113,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,67,,1,14,,5,22,9,,7,1,1,33,4,0,4,4,13,5,35,60582,290,,100,0,97,16,,0,,,4,,8,0,,,2,3,1,1,,9,5,,12,10,7,,0,13,,,,,,89,,0,1,22,143,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,75,,0,50,,0,7,1,,2,2,1,60,2,0,1,5,5,0,4,617,35,,100,,18,5,,1,,,0,,3,0,,,0,1,1,0,,1,0,,2,2,1,,0,0,,,,,,75,,0,2,7,100,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,50,,0,0,,0,1,1,,0,0,0,71,1,0,1,5,1,0,2,16,5,,100,,5,1,,1,,,0,,1,0,,,0,0,1,0,,1,1,,0,0,0,,0,0,,,,,,94,,,0,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,65,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,50,,0,0,,0,1,1,,0,0,0,69,1,0,1,5,1,0,1,10,5,,100,,5,1,,1,,,0,,1,0,,,0,0,1,0,,1,1,,0,0,0,,0,0,,,,,,94,,,0,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,1,,,,50,,0,75,,0,3,1,,2,3,2,57,3,0,1,5,3,0,3,130,13,,100,0,12,3,,1,,,0,,1,1,,,1,2,1,0,,1,1,,3,2,0,,0,0,,,,,,96,,100,3,3,50,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,68,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,42,,1,0,,4,24,9,,7,0,0,33,6,0,4,4,13,4,30,45946,261,,100,0,89,16,,0,,,2,,10,0,,,2,3,1,3,,9,4,,12,10,7,,0,6,,,,,,103,,0,0,24,143,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,0,,,,0,,0,0,,0,1,2,,0,1,0,69,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,2
,0,,,,,,0,21,,2,7,3,,7,39,11,74,12,0,2,0,7,2,0,0,0,,,,9,7,,0,,,0,,1,0,,,0,,1,14,,3,3,,7,7,1,,0,0,,,,,,28,,0,18,7,100,,18,,,,3,,1,14,,2,19,7,,13,9,8,47,19,0,5,4,15,2,14,9598,126,,0,60,73,18,,1,,,3,,4,0,,,2,1,1,5,,7,6,,16,14,13,,0,3,,,,,,133,,8,16,19,108,,0,,,,0,,0,0,,0,1,2,,0,1,0,70,1,0,2,5,1,0,1,2,3,,0,,5,1,,1,,,0,,1,0,,,0,0,1,0,,2,2,,0,0,0,,0,0,,,,,,129,,,1,1,0,,2,,,,100,,2,0,,4,18,7,,8,0,0,34,2,0,5,2,9,2,52,137105,422,,100,0,90,10,,0,,,4,,8,0,,,2,1,1,0,,7,6,,11,9,8,,0,10,,,,,,65,,0,0,18,113,2
